card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
M13493,Kia Forte GT-Line,2023,20000-29999,26595,"170 W State Rd Lehi, UT 84043",N,Y,N,3KPF54AD0PE525162,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",6732,mi.,sedan,Front-wheel Drive,Gray,Yes,None reported,,No,"2023 KIA FORTE EX with -View the Carketa condition report of this vehicle by visiting www.actionautoutah.com or www.carketa.com Action Auto Utah believes in a comfortable car-buying experience. Actions speak louder than words. Thats why we seek to provide a Low Margin, High Volume pricing structure|…|that has been recognized as the #21 fastest-growing company in Utah Valley, according to UV50. Providing high-quality vehicles, along with an outstanding buying experience, is why thousands of customers each year choose Action Auto. We take pride in innovating the car-buying experience by creating a simple, hassle-free, and efficient process for our customers.Action Auto Utah is an award-winning company, providing you with the following differentiating factors:- Clean title guaranteed on all vehicles.- Low Price guaranteed at High Volume Pricing to save you money.- 5-day, 500-mile exchange policy to verify that you are getting the best fit vehicle for you (see dealership for details).- Each vehicle is inspected by Carketa, providing comprehensive condition reports that give you the information needed to make a confident and educated purchase.- Direct Credit Union Authorized Dealer.- Nationwide Shipping.- Various Warranties Tailored to Your Purchase.Come in TODAY or call or text anytime for more information! We have customers from all over Utah! Utah county, Salt Lake county and more! Please feel free to visit us at any of our locations: LEHI: 170 West State Street Lehi, Utah 84043 OREM: 273 South State Street Orem, Utah 84058Phone (Call or Text): (801) 766-6137Email: sales@actionautoutah.comPLEASE CALL TO SCHEDULE A TEST DRIVE TODAY Pre-owned vehicle pricing includes all offers andincentives. Tax, Title and Tags not included in vehicle prices shown and mustbe paid by the purchaser. While great effort is made to ensure the accuracy ofthe information on this site, errors do occur so please verify information witha customer service rep",2023-05-04T08:34:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A54115B,Toyota Camry LE,2023,20000-29999,29995,"100 Duvall Drive Greenville, SC 29607",N,N,N,4T1C11AK5PU768393,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",4885,mi.,sedan,Front-wheel Drive,Celestial Silver Metallic,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Celestial Silver Metallic 2023 Toyota Camry LE FWD 8-Speed Automatic 2.5L I4 DOHC 16V 2023 Toyota Camry LE Celestial Silver Metallic, POWER WINDOWS, POWER LOCKS, ONE OWNER, LOW MILES, KEYLESS ENTRY, CRUISE CONTROL, CD PLAYER, BLUETOOTH, BACKUP CAMERA, Ash w/Fabric Sea|…|t Trim.REMAINDER OF FACTORY WARRANTY Odometer is 731 miles below market average! 28/39 City/Highway MPGCall 864-213-1630 and ask for Audi sales for more info!",2023-05-04T08:22:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PL478154,Nissan Kicks SR,2023,20000-29999,25407,"3345 SW 8 Street Miami, FL 33134",Y,Y,N,3N1CP5DV9PL478154,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",5758,mi.,suv,Front-wheel Drive,Scarlet Ember,Yes,None reported,,Yes,"[W10] Wheels: 17 Black Alloy  [L92] Carpeted Floor Mats W/Cargo Mat  [B92] Splash Guards Grain (4 Piece)  Keyless Start  Bluetooth Connection  [C03] 50 State Emissions  Charcoal; Seat Trim  Scarlet Ember TintcoatThis vehicle includes a Money-Back Guarantee and passed our precise inspection|…|process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.Thank you for visiting another one of AutoNation Nissan Miami's exclusive listings! This 2023 Nissan Kicks is offered to you for sale by AutoNation Nissan Miami. MUST SEE This vehicle comes with an extended Certified Pre-owned Vehicle Warranty.",2023-05-04T08:27:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A2303072,Kia Forte LXS,2023,20000-29999,26900,"2135 National City Blvd National City, CA 91950",Y,Y,N,3KPF24AD0PE508726,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",455,mi.,sedan,Front-wheel Drive,Aurora Black Pearl,Yes,None reported,,No,"Recent Arrival! FINANCING AVAILABLE!, SERVICE HISTORY AVAILABLE, RECONDITIONING REPORT AVAILABLE, FRESH OIL AND FILTER CHANGE. 29/39 City/Highway MPG Aurora Black Pearl LX Ball guarantee, 3 month or 3 thousand mile powertrain warranty.",2023-05-04T08:56:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L967585,Hyundai Kona SEL,2023,20000-29999,26600,"4011 E-I35 Denton, TX 76210",Y,Y,N,KM8K62AB8PU967585,OTHER,"",2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",1010,mi.,suv,Front-wheel Drive,Ultra Black,No,None reported,,No,"Remember to mention this ad to receive Eckert Hyundai's LOW NO HAGGLE price! Eckert Hyundai welcomes all types of credit: bankruptcy, foreclosures, repossessions, with little to no money down! Rates as low as 2.9% for qualified buyers! Certification available on any 2010 Hyundai and newer with under 60k miles! Contact Eckert Hyundai for details!",2023-05-04T08:45:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P5682,Hyundai Kona SEL,2023,20000-29999,27108,"2746 US-41 Henderson, KY 42420",N,N,N,KM8K32AB7PU939544,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",9979,mi.,suv,Front-wheel Drive,Cyber Silver,Yes,None reported,,Yes,"FUEL EFFICIENT 35 MPG Hwy/30 MPG City! SEL trim. Heated Seats, Navigation, Sunroof, Onboard Communications System, Satellite Radio, iPod/MP3 Input, Alloy Wheels, CARPETED FLOOR MATS, CONVENIENCE PACKAGE, Back-Up Camera. ======KEY FEATURES INCLUDE: Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onb|…|oard Communications System, Aluminum Wheels. Hyundai SEL with Cyber Silver exterior and Black interior features a 4 Cylinder Engine with 147 HP at 6200 RPM. ======OPTION PACKAGES: CONVENIENCE PACKAGE Option Group 02, Automatic Temperature Control, Leather-Wrapped Shift Knob, Hyundai Digital Key, Power Tilt-and-Slide Sunroof, Wireless Device Charging, Hidden Cargo-Area Storage Compartment, 10.25 Touchscreen Navigation, Heated Front Seats, Leather-Wrapped Steering Wheel, Over-the-Air (OTA) Map Updates, CARPETED FLOOR MATS. ======BUY FROM AN AWARD WINNING DEALER: Why should you buy from Henderson Chevrolet Buick GMC? Our unmatched service and diverse Chevrolet, Buick, GMC inventory have set us apart as the preferred dealer in HENDERSON. Visit us today to discover why we have the best reputation in the HENDERSON area. Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",2023-05-04T08:45:39.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UP4045,Kia K5 LXS,2023,20000-29999,27991,"6139 Bandera Rd San Antonio, TX 78238",Y,Y,Y,5XXG14J2XPG192555,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",5739,mi.,sedan,Front-wheel Drive,Ebony Black,No,None reported,,No,"Recent Arrival! KIA CERTIFIED, CARFAX ONE OWNER, CLEAN CARFAX, BACKUP CAMERA, POWER WINDOWS, POWER DOOR LOCKS, CRUISE CONTROL, Apple CarPlay/Android Auto, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Auto High-beam Headlights,|…|Automatic temperature control, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: AM/FM/MP3 Audio System, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 16 Gray Alloy.Certified.Kia Certified Pre-Owned Details: Warranty Deductible: $50 Vehicle History Transferable Warranty Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date Roadside Assistance Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription 165 Point Inspection Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase dateEbony Black 2023 Kia K5 LXS FWD 8-Speed Automatic 1.6L I4 DGI Turbocharged DOHC 16V LEV3-ULEV70 180hpDon't miss your chance to",2023-05-04T08:45:52.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
11R668560,Nissan Rogue SV,2023,20000-29999,29478,"1117 OH-32 Batavia, OH 45103",Y,Y,Y,5N1BT3BBXPC689825,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",4080,mi.,suv,All-wheel Drive,Scarlet Ember,Yes,None reported,,No,"Only 3,882 Miles! Scores 35 Highway MPG and 28 City MPG! This Nissan Rogue delivers a Intercooled Turbo Regular Unleaded I-3 1.5 L/91 engine powering this Variable transmission. SCARLET EMBER TINTCOAT, LIGHT GRAY, PRIMATEX LEATHERETTE SEAT TRIM, LIGHT GRAY, CLOTH SEAT TRIM.This Nissan Rogue Comes E|…|quipped with These Options [L92] FLOOR MATS W/1-PIECE CARGO AREA PROTECTOR -inc: seatback protector, First Aid Kit, [B93] CHROME REAR BUMPER PROTECTOR, [B92] BLACK SPLASH GUARDS (SET OF 4), Wheels: 18 Aluminum Alloy, Wheels w/Machined w/Painted Accents Accents, Urethane Gear Shifter Material, Trip Computer, Transmission: Xtronic CVT Automatic -inc: manual mode, Transmission w/Driver Selectable Mode, Traction Control System (TCS) ABS And Driveline Traction Control. Visit Us Today For a must-own Nissan Rogue come see us at Jeff Wyler Eastgate Auto Mall, 1117 State Route 32, Batavia, OH 45103. Just minutes away!",2023-05-04T08:53:04.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
C78094,Toyota Corolla LE,2023,20000-29999,27777,"711 Ala Moana Blvd Honolulu, HI 96813",N,Y,N,JTDB4MEE9P3003349,Automatic CVT,CVT,2.0L I4 16V PDI DOHC,2000.0,Gasoline,"",2742,mi.,sedan,Front-wheel Drive,Ice,Yes,None reported,,Yes,2023 Toyota Corolla LE Ice Cap FWD CVT 2.0L I4 DOHC 16V 32/41 City/Highway MPG,2023-05-04T08:57:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23T087A,Hyundai Kona Limited,2023,20000-29999,28499,"7550 Firestone Blvd Downey, CA 90241",N,N,Y,KM8K53A39PU946696,7-Speed Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",10647,mi.,suv,Front-wheel Drive,Ultra Black,Yes,None reported,,Yes,"Certified. FWD 29/35 City/Highway MPG 7-Speed Automatic 1.6L Turbo GDI 4-Cylinder Hyundai Certified Pre-Owned Details:  Warranty Deductible: $50  Vehicle History  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Li|…|mited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Roadside Assistance Drivers from Norwalk, Commerce, Downey, El Monte, and Los Angeles can expect to find the Hyundai model to meet their needs here at Downey Hyundai. All Pricing and Advertised Prices for any/all vehicles offered for sale do not include dealer-installed accessories. Vehicles may have pre-installed theft code for an additional cost of $995, rear collision deterrent device for an additional cost of $995, Appearance protection for $1,995, GPS tracking device $1,995, 3M Film door paint protection for an additional $795, doc fees, prep fees, smog fee, sales tax, DMV license fees, registration fees, smog certificate fee...Call the dealer for more information and details.",2023-05-04T08:43:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H15648-0,Hyundai Kona SEL,2023,20000-29999,26657,"5926 S Lindbergh Blvd St. Louis, MO 63123",Y,Y,N,KM8K6CAB5PU972085,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3049,mi.,suv,All-wheel Drive,Lunar White,Yes,None reported,Yes,No,"AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Exterior Parking Camera Rear, Four wheel independent suspension, Power driver seat, Security system. Lunar White 2023 Hyundai Kona SEL AWD IVT We utilize Market Based Pricing for all pre-owned vehicles on our lot. This ensures you have the most co|…|mpetitive price in the market based on mileage, equipment, and features. Utilizing this approach, our prices may fluctuate during the day on our website and may not match what is currently on 3rd party sites as they only update every 24 hours. The Suntrup family have been servicing and selling cars since 1957 for the St Louis area.The Suntrup Automotive Group is active in its communities and believes in giving back. Today Suntrup Automotive Group has nine brands, eleven locations, thousands of cars and is every bit committed to providing excellent customer service in every aspect of the business. There's never been a better time to drop on by at our dealership here in 5926 So Lindbergh Blvd St Louis, Missouri, proudly serving drivers from Ballwin, Affton and Kirkwood. We're very much looking forward to it. 2.0L 4-Cylinder Odometer is 1327 miles below market average! 28/33 City/Highway MPG",2023-05-04T08:19:42.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L433789,Hyundai Elantra SEL,2023,20000-29999,23260,"4011 E-I35 Denton, TX 76210",Y,Y,N,KMHLM4AG4PU433789,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",1019,mi.,sedan,Front-wheel Drive,Phantom Black Pearl,No,None reported,,No,"Remember to mention this ad to receive Eckert Hyundai's LOW NO HAGGLE price! Eckert Hyundai welcomes all types of credit: bankruptcy, foreclosures, repossessions, with little to no money down! Rates as low as 2.9% for qualified buyers! Certification available on any 2010 Hyundai and newer with under 60k miles! Contact Eckert Hyundai for details!",2023-05-04T08:51:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U3894,Kia Sportage LX,2023,20000-29999,29945,"468 Tarrytown Rd White Plains, NY 10607",N,N,N,KNDPUCAF9P7037198,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",9897,mi.,suv,All-wheel Drive,Steel Gray,Yes,None reported,Yes,No,"UNDER NEW OWNERSHIP! AWD. 2023 Kia Sportage LX Clean CARFAX. CARFAX One-Owner. All vehicles went through comprehensive mechanical and electrical inspection and come with a limited warranty. All vehicles are Carfax certified with a Carfax Guarantee Certificate. All titles are clean and guaranteed. No|…|rtheast Kia is a proud 5 Star Google Dealer, BBB Accredited A+ Company.",2023-05-04T08:19:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PMU3195,Subaru Impreza Base,2023,20000-29999,23580,"1660 Straits Turnpike Middlebury, CT 06762",Y,Y,N,4S3GTAB65P3700991,Automatic CVT,CVT,2.0L H4 16V GDI DOHC,2000.0,Gasoline,"",10404,mi.,hatchback,All-wheel Drive,Crimson Red Pearl,Yes,None reported,,Yes,"SHOWROOM NEW, CLEAN ONE OWNER CARFAX, 2023 Subaru Impreza Base Crimson Red Pearl YOUR CHOICE! SUBARU CERTIFIED OR A LIFETIME POWERTRAIN WARRANTY INCLUDED FOR FREE WITH YOUR PURCHASE, 4D Hatchback, 2.0L DOHC, CVT Lineartronic, AWD, Crimson Red Pearl, ivory Cloth, 4-Wheel Disc Brakes, ABS brakes, Air|…|Conditioning, Cargo Tray, Cloth Upholstery, Exterior Parking Camera Rear, EyeSight System, High Grade Combination Meter w/Color LCD Display, Illuminated entry, Outside temperature display, Overhead Console Shower Light, Power door mirrors, Power steering, Power windows, Radio: Subaru STARLINK 6.5 Multimedia System, Rear Seat Reminder, Rear window defroster, Rear window wiper, Remote Engine Starter - Key Start, Remote keyless entry, Spoiler, Standard Model w/CVT, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Tire Pressure Monitoring System, Trip computer, Variably intermittent wipers. Certified. CARFAX One-Owner.Subaru Certified Pre-Owned Details: Warranty Deductible: $0 152 Point Inspection Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date Vehicle History Transferable Warranty Roadside AssistanceClean CARFAX.28/36 City/Highway MPG",2023-05-04T08:47:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
V0431A,Chevrolet Trailblazer LT,2023,20000-29999,28999,"191 Commerce Park Drive Easton, PA 18045",Y,Y,N,KL79MRSL8PB001867,9-Speed Automatic,Automatic,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",11665,mi.,suv,All-wheel Drive,Summit White,Yes,At least 1 accident or damage reported,,Yes,"1 Owner!, INCLUDES PREPAID MAINTENANCE, AND KOCH 33'S EXCLUSIVE UNLIMITED TIME/100000 MILE POWERTRAIN WARRANTY, AWD, ABS brakes, Brake assist, Emergency communication system: OnStar and Chevrolet connected services capable, Exterior Parking Camera Rear, Front fog lights, Heated door mirrors, Heated|…|front seats, Low tire pressure warning, Rear Park Assist, Speed control, Spoiler, Steering wheel mounted audio controls, Traction control. 2023 Chevrolet TrailBlazer LT 4D Sport Utility 1.3L Ecotec Turbo DOHC SIDI w/VVT 9-Speed Automatic Summit White",2023-05-04T08:21:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T100131,Hyundai Elantra SEL,2023,20000-29999,24249,"1785 Avalon Parkway McDonough, GA 30253",Y,Y,Y,5NPLS4AGXPH100131,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",6197,mi.,sedan,Front-wheel Drive,Portofino Gray,Yes,None reported,,Yes,"Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Vehicle H|…|istory  173+ Point Inspection  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription Portofino Gray 2023 Hyundai Elantra SEL FWD CARFAX One-Owner. IVT Recent Arrival! Odometer is 1545 miles below market average! 30/40 City/Highway MPG This Elantra is equipped with: Convenience Package, Option Group 02.",2023-05-04T08:29:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
